# associated file path and the corresponding camera poses
# time_stamp, rgb_image, depth_image, tx, ty, tz, qx, qy, qz, qw 
13.29 rgb/1692837031.325753.png depth/1692837031.324793.png 0.0274995 0.0588652 3.02233 -0.00396546 0.0115077 -0.0027364 0.999922
13.3359 rgb/1692837031.371653.png depth/1692837031.369775.png 0.027047 0.0591126 3.03143 -0.00449058 0.0115578 -0.00277254 0.999919
13.3638 rgb/1692837031.399518.png depth/1692837031.397995.png 0.0276602 0.0584378 3.04158 -0.00487831 0.0111652 -0.00249625 0.999923
13.3939 rgb/1692837031.429637.png depth/1692837031.428155.png 0.0286676 0.0594733 3.04833 -0.00457978 0.011016 -0.00264916 0.999925
13.4272 rgb/1692837031.462895.png depth/1692837031.461506.png 0.0285713 0.0586607 3.05583 -0.00467808 0.0110403 -0.00279629 0.999924
13.4607 rgb/1692837031.496447.png depth/1692837031.494848.png 0.0282609 0.0586813 3.0636 -0.00471968 0.010694 -0.00216 0.999929
13.51 rgb/1692837031.545696.png depth/1692837031.543978.png 0.0286683 0.0597371 3.07128 -0.00470452 0.00997388 -0.00124314 0.999938
13.5256 rgb/1692837031.561374.png depth/1692837031.560100.png 0.0306632 0.0595559 3.08062 -0.0053779 0.00845667 -3.23689e-05 0.99995
13.5556 rgb/1692837031.591306.png depth/1692837031.590282.png 0.0315747 0.0603976 3.08818 -0.00624472 0.00718695 0.000107483 0.999955
13.591 rgb/1692837031.626785.png depth/1692837031.625564.png 0.0315029 0.0597083 3.09852 -0.00661089 0.00716879 -0.000635184 0.999952
13.6275 rgb/1692837031.663204.png depth/1692837031.661765.png 0.0310992 0.0606955 3.10549 -0.00577898 0.00755594 -0.00100884 0.999954
13.6667 rgb/1692837031.702404.png depth/1692837031.700353.png 0.03066 0.0608137 3.11695 -0.00513028 0.00773372 -0.000929119 0.999957
